id,ms_subclass,ms_zoning,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_type_2,bsmt_unf_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bedroom_abvgr,kitchen_abvgr,kitchen_qual,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,pool_qc,fence,misc_feature,mo_sold,yr_sold,sale_type,saleprice,shifted_id,year_month,sale_timestamp,pid_5,pid_9,basement_finished_area,half_baths,full_baths,other_rooms_above_grade,exterior_developed_area,price_per_area
1271,20,RL,80.0,8000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,CompShg,BrkFace,Wd Sdng,None,TA,TA,PConc,TA,TA,No,BLQ,Rec,292.0,GasA,Gd,Y,FuseA,1256,0,0,1256,3,1,Gd,Typ,0,,Attchd,1959.0,RFn,1.0,311.0,TA,TA,Y,,,,5,2008,WD ,159000,281,2008-5,1209600000000000000,1,0,964.0,1.0,2.0,2,240,126.59235668789809
2464,60,FV,84.0,10728,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Mn,Unf,Unf,1095.0,GasA,Gd,Y,SBrkr,1095,844,0,1939,3,1,Gd,Typ,1,Gd,Attchd,2006.0,RFn,3.0,1053.0,TA,TA,Y,,,,8,2006,New,266000,158,2006-8,1154390400000000000,1,0,0.0,1.0,2.0,4,243,137.1841155234657
2653,50,RM,50.0,6000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1924,1950,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,Gd,PConc,TA,TA,No,Unf,Unf,816.0,GasA,Ex,Y,SBrkr,816,750,0,1566,5,1,Gd,Typ,0,,Detchd,1976.0,Unf,2.0,450.0,TA,TA,Y,,MnPrv,,8,2006,WD ,139000,347,2006-8,1154390400000000000,0,1,0.0,1.0,1.0,1,320,88.76117496807151
1505,190,RL,56.0,6931,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,2fmCon,1Story,4,5,1955,1955,Hip,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,0.0,GasA,TA,N,FuseP,784,0,0,784,2,1,TA,Typ,0,,,,,0.0,0.0,,,Y,,,,5,2008,WD ,91900,515,2008-5,1209600000000000000,0,1,784.0,0.0,2.0,1,112,117.21938775510205
2110,20,RL,73.0,8760,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1453.0,GasA,Ex,Y,SBrkr,1500,0,0,1500,3,1,Gd,Typ,1,Gd,Attchd,2005.0,RFn,2.0,674.0,TA,TA,Y,,,,6,2007,WD ,212999,498,2007-6,1180656000000000000,0,1,36.0,0.0,2.0,3,182,141.99933333333334
2386,20,RL,98.0,16033,Pave,,IR1,Lvl,AllPub,FR2,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,572.0,GasA,Ex,Y,SBrkr,1850,0,0,1850,3,1,Gd,Typ,1,Gd,Attchd,2004.0,Fin,3.0,772.0,TA,TA,Y,,,,3,2006,WD ,326000,80,2006-3,1141171200000000000,1,0,1261.0,0.0,3.0,4,631,176.21621621621622
1086,60,RL,80.0,9024,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,789.0,GasA,Ex,Y,SBrkr,813,702,0,1515,3,1,Gd,Typ,1,Gd,Attchd,2004.0,Fin,2.0,393.0,TA,TA,Y,,,,7,2008,WD ,179000,96,2008-7,1214870400000000000,1,0,0.0,1.0,2.0,4,75,118.15181518151815
1574,20,RL,74.0,11563,Pave,,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,482.0,GasA,Ex,Y,SBrkr,1537,0,0,1537,3,1,Gd,Typ,0,,Attchd,2007.0,Fin,3.0,788.0,TA,TA,Y,,,,4,2008,WD ,294000,584,2008-4,1207008000000000000,0,1,1036.0,0.0,3.0,4,26,191.28171763175015
406,160,RM,21.0,1680,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,6,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,LwQ,79.0,GasA,TA,Y,SBrkr,483,504,0,987,2,1,TA,Typ,0,,Detchd,1972.0,Unf,1.0,288.0,TA,TA,Y,,,,7,2009,WD ,97000,62,2009-7,1246406400000000000,1,0,404.0,1.0,2.0,2,0,98.27760891590678
2757,60,RL,73.0,8760,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,Gd,Mn,GLQ,Unf,927.0,GasA,Ex,Y,SBrkr,1391,571,0,1962,3,1,Gd,Typ,0,,Attchd,2006.0,RFn,3.0,868.0,TA,TA,Y,,,,8,2006,New,239799,451,2006-8,1154390400000000000,0,1,464.0,1.0,2.0,3,90,122.2217125382263
2559,20,RL,80.0,9600,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1961,1990,Gable,CompShg,WdShing,Wd Shng,None,TA,TA,CBlock,TA,TA,Mn,BLQ,Unf,336.0,GasA,TA,Y,SBrkr,1433,0,0,1433,3,1,TA,Min1,1,Gd,Attchd,1961.0,Unf,2.0,441.0,TA,TA,Y,,,,6,2006,WD ,161000,253,2006-6,1149120000000000000,1,0,915.0,0.0,2.0,3,349,112.35170969993021
1469,120,RM,37.0,4435,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,162.0,GasA,Ex,Y,SBrkr,848,0,0,848,1,1,Gd,Typ,0,,Attchd,2003.0,Fin,2.0,420.0,TA,TA,Y,,,,3,2008,WD ,136500,479,2008-3,1204329600000000000,0,1,686.0,0.0,2.0,1,140,160.96698113207546
407,160,RM,21.0,1680,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,8,1972,2007,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,321.0,GasA,Gd,Y,SBrkr,483,504,0,987,2,1,Gd,Typ,0,,Detchd,1972.0,Unf,1.0,264.0,TA,TA,Y,,,,5,2009,WD ,118000,63,2009-5,1241136000000000000,1,0,162.0,1.0,1.0,2,250,119.55420466058764
2300,20,RL,69.0,7599,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,4,6,1982,2006,Gable,CompShg,HdBoard,Plywood,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,280.0,GasA,TA,Y,SBrkr,845,0,0,845,2,1,TA,Typ,0,,Detchd,1987.0,Unf,2.0,360.0,TA,TA,Y,,,,6,2007,WD ,129500,688,2007-6,1180656000000000000,0,1,565.0,0.0,2.0,1,0,153.25443786982248
731,50,RL,55.0,7264,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,7,7,1925,2007,Gable,CompShg,Wd Sdng,Wd Sdng,None,Gd,Gd,BrkTil,TA,TA,No,Unf,Unf,952.0,GasW,Gd,N,SBrkr,952,596,0,1548,3,1,Ex,Typ,0,,Detchd,1978.0,Unf,2.0,672.0,TA,TA,Y,,,,10,2009,WD ,205000,387,2009-10,1254355200000000000,0,1,0.0,1.0,2.0,1,218,132.42894056847544
2230,20,RL,,32668,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,3,1957,1975,Hip,CompShg,Wd Sdng,Stone,,Gd,TA,PConc,TA,TA,No,Rec,Unf,816.0,GasA,TA,Y,SBrkr,2515,0,0,2515,4,2,TA,Maj1,2,TA,Attchd,1975.0,RFn,2.0,484.0,TA,TA,Y,,,,3,2007,WD ,200624,618,2007-3,1172707200000000000,0,1,1219.0,0.0,4.0,3,200,79.77097415506958
1688,20,RL,91.0,11825,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,CemntBd,CmentBd,Stone,Gd,TA,PConc,Ex,TA,Mn,Unf,Unf,1694.0,GasA,Ex,Y,SBrkr,1694,0,0,1694,3,1,Gd,Typ,1,Gd,Attchd,2006.0,RFn,3.0,856.0,TA,TA,Y,,,,6,2007,New,322400,76,2007-6,1180656000000000000,1,0,0.0,0.0,2.0,3,112,190.31877213695395
880,20,RL,85.0,10200,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,100.0,GasA,Ex,Y,SBrkr,1602,0,0,1602,3,1,Gd,Typ,1,Gd,Attchd,2007.0,RFn,3.0,810.0,TA,TA,Y,,,,1,2009,WD ,293200,536,2009-1,1230768000000000000,0,1,1478.0,0.0,3.0,3,243,183.02122347066168
1074,120,RL,63.0,8849,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,Ex,TA,PConc,Ex,TA,No,GLQ,Unf,1656.0,GasA,Ex,Y,SBrkr,1684,0,0,1684,2,1,Ex,Typ,1,Ex,Attchd,2005.0,RFn,2.0,564.0,TA,TA,Y,,,,7,2008,WD ,266000,84,2008-7,1214870400000000000,1,0,28.0,0.0,2.0,3,567,157.95724465558195
771,60,RL,70.0,11184,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,5,1978,1978,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,LwQ,Rec,192.0,GasA,Gd,Y,SBrkr,918,765,0,1683,3,1,TA,Typ,1,TA,Attchd,1978.0,RFn,2.0,440.0,TA,TA,Y,,,,7,2009,WD ,172500,427,2009-7,1246406400000000000,0,1,726.0,1.0,2.0,3,243,102.49554367201426
724,50,RM,98.0,8820,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,6,1890,1996,Hip,CompShg,VinylSd,VinylSd,None,TA,TA,BrkTil,TA,TA,No,LwQ,Unf,0.0,GasA,TA,Y,SBrkr,1188,561,120,1869,2,1,TA,Typ,0,,Detchd,1963.0,Unf,2.0,456.0,TA,TA,Y,,MnWw,,9,2009,WD ,124900,380,2009-9,1251763200000000000,0,1,1088.0,0.0,1.0,4,292,66.82718031032638
730,30,RL,,6615,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,6,6,1923,1950,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,1022.0,GasA,TA,N,FuseA,1432,0,0,1432,3,1,Gd,Typ,1,Gd,BuiltIn,1923.0,Unf,1.0,216.0,Fa,TA,Y,,GdWo,,9,2009,WD ,149000,386,2009-9,1251763200000000000,0,1,0.0,0.0,1.0,2,327,104.05027932960894
273,20,RL,65.0,8773,Pave,,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1390.0,GasA,Ex,Y,SBrkr,1414,0,0,1414,3,1,Gd,Typ,0,,Attchd,2004.0,RFn,2.0,494.0,TA,TA,Y,,,,5,2010,WD ,185500,272,2010-5,1272672000000000000,0,1,24.0,0.0,2.0,2,237,131.1881188118812
2793,20,RL,,11088,Pave,,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2002,2002,Hip,CompShg,Stucco,Stucco,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,476.0,GasA,Ex,Y,SBrkr,1358,0,0,1358,1,1,Gd,Typ,1,TA,Attchd,2002.0,Unf,2.0,418.0,TA,TA,Y,,,,6,2006,WD ,220000,487,2006-6,1149120000000000000,0,1,872.0,1.0,2.0,3,234,162.00294550810014
1789,20,RL,76.0,9158,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,CemntBd,CmentBd,Stone,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,1496.0,GasA,Ex,Y,SBrkr,1496,0,0,1496,3,1,Gd,Typ,0,,Attchd,2007.0,Fin,2.0,474.0,TA,TA,Y,,,,6,2007,New,225000,177,2007-6,1180656000000000000,1,0,0.0,0.0,2.0,3,298,150.40106951871658
1900,20,RL,57.0,8280,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1950,1950,Gable,CompShg,BrkFace,BrkFace,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,932.0,GasA,Ex,Y,FuseA,932,0,0,932,2,1,Gd,Typ,1,Gd,Attchd,1950.0,Unf,1.0,306.0,TA,TA,Y,,GdPrv,,11,2007,WD ,124000,288,2007-11,1193875200000000000,1,0,0.0,0.0,1.0,1,214,133.04721030042919
677,90,RL,60.0,8544,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,3,4,1950,1950,Gable,CompShg,BrkFace,BrkFace,None,TA,TA,Slab,,,,,,0.0,Wall,Fa,N,FuseA,1040,0,0,1040,2,2,TA,Typ,0,,Detchd,1987.0,Unf,2.0,400.0,TA,TA,Y,,,,6,2009,WD ,92900,333,2009-6,1243814400000000000,1,0,0.0,0.0,2.0,2,0,89.32692307692308
747,30,RM,50.0,8635,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,5,1925,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,TA,Fa,BrkTil,TA,TA,No,LwQ,Unf,938.0,GasA,TA,Y,SBrkr,1072,0,0,1072,2,1,TA,Typ,0,,Detchd,1982.0,Unf,5.0,1184.0,Fa,TA,P,,,,8,2009,WD ,126500,403,2009-8,1249084800000000000,0,1,134.0,0.0,2.0,2,105,118.00373134328358
1038,20,RL,,12735,Pave,,IR1,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1972,1972,Hip,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,264.0,GasA,TA,Y,SBrkr,864,0,0,864,3,1,TA,Typ,0,,Detchd,1980.0,Unf,2.0,576.0,TA,TA,Y,,MnWw,,4,2008,COD,111250,48,2008-4,1207008000000000000,1,0,600.0,0.0,1.0,1,216,128.76157407407408
1763,60,RL,,11000,Pave,,Reg,Lvl,AllPub,FR2,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,969.0,GasA,Ex,Y,SBrkr,997,1288,0,2285,4,1,Gd,Typ,1,TA,BuiltIn,2000.0,Fin,3.0,648.0,TA,TA,Y,,,,6,2007,WD ,248000,151,2007-6,1180656000000000000,1,0,0.0,1.0,2.0,3,56,108.53391684901531
1283,20,RL,69.0,7590,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,1Story,5,5,1963,1963,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,1117.0,GasA,Ex,Y,SBrkr,1117,0,0,1117,3,1,TA,Typ,0,,Attchd,1963.0,Unf,1.0,264.0,TA,TA,Y,,,,5,2008,COD,136870,293,2008-5,1209600000000000000,1,0,0.0,0.0,1.0,2,0,122.53357206803939
2803,120,RM,37.0,4435,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,131.0,GasA,Ex,Y,SBrkr,848,0,0,848,1,1,Gd,Typ,0,,Attchd,2003.0,Fin,2.0,420.0,TA,TA,Y,,,,4,2006,WD ,133000,497,2006-4,1143849600000000000,0,1,717.0,0.0,2.0,2,140,156.83962264150944
1927,20,RL,72.0,10152,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1956,1956,Hip,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Unf,462.0,GasA,TA,Y,SBrkr,1048,0,0,1048,3,1,TA,Typ,0,,Attchd,1956.0,Unf,1.0,286.0,TA,TA,Y,,,,6,2007,WD ,135000,315,2007-6,1180656000000000000,1,0,586.0,0.0,2.0,2,212,128.81679389312978
1036,20,RL,68.0,10295,Pave,,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1969,1969,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,Gd,TA,Mn,Rec,Unf,684.0,GasA,TA,Y,SBrkr,936,0,0,936,2,1,TA,Typ,0,,Attchd,1969.0,Unf,1.0,288.0,TA,TA,Y,,,,9,2008,COD,111900,46,2008-9,1220227200000000000,1,0,252.0,0.0,1.0,1,16,119.55128205128206
1237,20,RL,70.0,7763,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1962,1980,Gable,CompShg,MetalSd,MetalSd,None,TA,Gd,CBlock,TA,TA,No,Rec,BLQ,319.0,GasA,TA,Y,SBrkr,1283,0,0,1283,3,1,TA,Typ,0,,Detchd,1980.0,Unf,2.0,506.0,TA,TA,Y,,,,10,2008,WD ,140000,247,2008-10,1222819200000000000,1,0,612.0,0.0,2.0,2,0,109.11925175370226
1375,50,RL,80.0,17120,Pave,,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Feedr,Norm,1Fam,1.5Fin,4,4,1959,1959,Gable,CompShg,WdShing,Plywood,None,TA,TA,CBlock,,,,,,0.0,GasA,TA,Y,SBrkr,1120,468,0,1588,4,1,TA,Min2,1,Gd,Detchd,1991.0,Fin,2.0,680.0,TA,TA,N,,,,7,2008,WD ,134432,385,2008-7,1214870400000000000,0,1,0.0,0.0,2.0,2,59,84.65491183879094
1643,20,RL,81.0,13870,Pave,,IR1,HLS,AllPub,Inside,Gtl,StoneBr,PosA,PosA,1Fam,1Story,10,5,2006,2007,Hip,CompShg,CemntBd,CmentBd,BrkFace,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,590.0,GasA,Ex,Y,SBrkr,2042,0,0,2042,3,1,Ex,Typ,1,Gd,Attchd,2007.0,Fin,3.0,724.0,TA,TA,Y,,,,10,2007,New,455000,31,2007-10,1191196800000000000,1,0,1152.0,0.0,3.0,4,466,222.82076395690498
2453,60,RL,92.0,10120,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1994,1994,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,425.0,GasA,Ex,Y,SBrkr,1203,1323,0,2526,4,1,Gd,Typ,1,TA,Attchd,1994.0,RFn,3.0,844.0,TA,TA,Y,,,,12,2006,WD ,290000,147,2006-12,1164931200000000000,1,0,740.0,1.0,3.0,3,387,114.80601741884402
2129,60,RL,47.0,10820,Pave,,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,646.0,GasA,Ex,Y,SBrkr,988,885,0,1873,3,1,Gd,Typ,1,TA,Attchd,1999.0,RFn,2.0,597.0,TA,TA,Y,,,,3,2007,WD ,235500,517,2007-3,1172707200000000000,0,1,342.0,1.0,2.0,3,325,125.73411639081687
2640,50,RM,60.0,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,8,1900,2004,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,Rec,Unf,399.0,GasA,Ex,Y,SBrkr,940,476,0,1416,3,1,Gd,Typ,0,,Detchd,1956.0,Unf,2.0,400.0,TA,TA,Y,,,,6,2006,WD ,156500,334,2006-6,1149120000000000000,0,1,381.0,1.0,1.0,3,24,110.5225988700565
2437,60,RL,,8121,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,Unf,Unf,953.0,GasA,Ex,Y,SBrkr,953,711,0,1664,3,1,TA,Typ,1,TA,Attchd,2000.0,RFn,2.0,460.0,TA,TA,Y,,,,1,2006,WD ,172400,131,2006-1,1136073600000000000,1,0,0.0,1.0,2.0,3,140,103.60576923076923
1123,20,FV,95.0,11639,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2007,2008,Gable,CompShg,CemntBd,CmentBd,,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1428.0,GasA,Ex,Y,SBrkr,1428,0,0,1428,3,1,Gd,Typ,0,,Attchd,2007.0,Fin,2.0,480.0,TA,TA,Y,,,,12,2008,New,182000,133,2008-12,1228089600000000000,1,0,0.0,0.0,2.0,2,120,127.45098039215686
2398,20,RL,121.0,13758,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,560.0,GasA,Ex,Y,SBrkr,1792,0,0,1792,2,1,Gd,Typ,1,Gd,Attchd,2005.0,RFn,3.0,925.0,TA,TA,Y,,,,3,2006,New,372397,92,2006-3,1141171200000000000,1,0,1232.0,0.0,3.0,3,253,207.81082589285714
1420,60,RL,,9771,Pave,,IR3,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1995,2002,Gable,CompShg,HdBoard,HdBoard,BrkFace,Gd,TA,PConc,Gd,TA,No,LwQ,Unf,298.0,GasA,Ex,Y,SBrkr,1093,1721,0,2814,4,1,Gd,Typ,1,TA,BuiltIn,1995.0,Fin,2.0,614.0,TA,TA,Y,,GdPrv,,6,2008,WD ,260000,430,2008-6,1212278400000000000,0,1,779.0,2.0,2.0,4,296,92.3951670220327
2693,30,RM,50.0,9000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,4,1919,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,610.0,GasA,Ex,N,FuseA,819,0,0,819,2,1,Gd,Typ,0,,,,,0.0,0.0,,,N,,,,9,2006,WD ,72000,387,2006-9,1157068800000000000,0,1,0.0,0.0,1.0,1,0,87.91208791208791
1370,190,RM,60.0,10320,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,2fmCon,2Story,3,3,1915,1950,Gable,CompShg,AsphShn,AsphShn,None,Fa,Fa,PConc,TA,Fa,No,Unf,Unf,536.0,GasA,Ex,N,FuseF,808,536,0,1344,3,2,TA,Typ,0,,,,,0.0,0.0,,,N,,,,5,2008,WD ,82375,380,2008-5,1209600000000000000,0,1,0.0,0.0,2.0,3,246,61.29092261904762
392,80,RL,,10448,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,6,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,Unf,689.0,GasA,TA,Y,SBrkr,1378,741,0,2119,3,1,TA,Typ,1,TA,Attchd,1972.0,RFn,2.0,583.0,TA,TA,Y,,GdPrv,,8,2009,COD,158000,48,2009-8,1249084800000000000,1,0,0.0,1.0,2.0,3,104,74.56347333647948
1351,50,RM,50.0,8635,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1948,2001,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,BLQ,GLQ,295.0,GasA,TA,Y,SBrkr,1072,213,0,1285,2,1,TA,Min1,0,,Detchd,1948.0,Unf,1.0,240.0,TA,TA,Y,,MnPrv,,1,2008,WD ,127000,361,2008-1,1199145600000000000,0,1,377.0,0.0,2.0,3,0,98.83268482490273
246,20,RL,83.0,11980,Pave,,Reg,Low,AllPub,Inside,Mod,SawyerW,Norm,Norm,1Fam,1Story,7,5,1987,1987,Gable,CompShg,Plywood,Plywood,BrkFace,Gd,TA,CBlock,Gd,TA,Gd,GLQ,Unf,0.0,GasA,Ex,Y,SBrkr,1433,0,0,1433,1,1,Gd,Typ,2,TA,Attchd,1987.0,RFn,2.0,528.0,Gd,Gd,Y,,MnPrv,,6,2010,WD ,270000,245,2010-6,1275350400000000000,0,1,1433.0,1.0,2.0,2,544,188.4159106769016
802,50,RL,79.0,12327,Pave,,IR1,Low,AllPub,Inside,Mod,SawyerW,Norm,Norm,1Fam,1.5Fin,8,8,1983,2009,Gable,CompShg,Wd Sdng,Wd Sdng,None,Gd,TA,CBlock,Gd,TA,Gd,GLQ,Unf,55.0,GasA,Ex,Y,SBrkr,1496,636,0,2132,1,1,Gd,Min2,1,Gd,BuiltIn,1983.0,Fin,2.0,612.0,Gd,TA,Y,,,,9,2009,WD ,316600,458,2009-9,1251763200000000000,0,1,1441.0,1.0,2.0,3,389,148.49906191369607
1404,80,RL,124.0,11512,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,7,1959,2006,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,300.0,GasA,Gd,Y,SBrkr,1357,0,0,1357,2,1,Ex,Typ,1,Gd,Basment,1959.0,RFn,1.0,312.0,TA,TA,Y,,GdPrv,,5,2008,WD ,177000,414,2008-5,1209600000000000000,0,1,719.0,0.0,2.0,2,163,130.43478260869566
